Action,GUID,Source,Target,Note
"Move","1661267696dfe4d4596db0c5c1a82aec","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_56.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0056.png",""
"Move","51082e0e4ce876e44b957cc7a9f1a307","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_57.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0057.png",""
"Move","9c8d734d4083ce24389362c67b632486","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_58.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0058.png",""
"Move","86558463a19d5004182f15033ec0194d","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_59.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0059.png",""
"Move","8eef70a88866fda429c84318170b892f","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_60.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0060.png",""
"Move","50da5f77689dac44a888778fa70ee1fd","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_61.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0061.png",""
"Move","14b581f82a0f12d43959337d50144e02","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_62.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0062.png",""
"Move","f9cd82e7f2f1a2b44a25423db9625c57","Assets/Game/Sprites/ColorTiming/Boss/Skill5/尖刺特效_63.png","Assets/Game/Sprites/ColorTiming/Boss1/Effects/Attack5/首领1_第五招_尖刺特效_0063.png",""
"Move","61d036d31e2c55f429b7473e68c70fe2","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分.atlas.txt","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core.atlas.txt",""
"Move","e9dcdb73702f5df45915ca6cf4636581","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分.json","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core.json",""
"Move","7be128b4a712111419382d0805db0736","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分.png","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core.png",""
"Move","a7e295fec558cac48bc2293760567ea5","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分2.png","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core_Page02.png",""
"Move","04f9f3569efa39046a47cc4a4272589b","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分3.png","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core_Page03.png",""
"Move","0315b875b16b2384bb0e6d6a1b83552b","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分_Atlas.asset","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core_Atlas.asset",""
"Move","a5ed0e6deb909e84090667a3a9ea303c","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分_BOSS拆分.mat","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core_Boss1Core.mat","Spine 导入器规范生成名，已恢复原 GUID"
"Move","2087247a8fd9db44fa6fde1969252651","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分_BOSS拆分2.mat","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core_Boss1Core_Page02.mat","Spine 导入器规范生成名，已恢复原 GUID"
"Move","27e5348977c7cc9408caca46a17cda26","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分_BOSS拆分3.mat","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core_Boss1Core_Page03.mat","Spine 导入器规范生成名，已恢复原 GUID"
"Move","98d23c064bb04a04eb49b5291e82c26b","Assets/Game/Sprites/ColorTiming/Boss/Spine/BOSS拆分_SkeletonData.asset","Assets/Game/Sprites/ColorTiming/Boss1/Core/Boss1Core_SkeletonData.asset",""
"Move","7d09382f74b979f4a93d1b205003029a","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分.atlas.txt","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5.atlas.txt",""
"Move","e32663fae73001a46b222c6ee1f60fba","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分.json","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5.json",""
"Move","896612350a0c41840b8695371978e66d","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分.png","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5.png",""
"Move","938cd315239056140857e49e2d33f4fd","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分2.png","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5_Page02.png",""
"Move","ed258493659aa7748922ebd7a65d6629","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分_Atlas.asset","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5_Atlas.asset",""
"Move","074bfed9c6e13274b96da100303a4840","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分_BOSS拆分.mat","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5_Boss1Attack5.mat","Spine 导入器规范生成名，已恢复原 GUID"
"Move","5c48b75d3e6a5c2409b275d7d38e43e6","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分_BOSS拆分2.mat","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5_Boss1Attack5_Page02.mat","Spine 导入器规范生成名，已恢复原 GUID"
"Move","1471665379333eb48853cc1cd387fb32","Assets/Game/Sprites/ColorTiming/Boss/Spine2/BOSS拆分_SkeletonData.asset","Assets/Game/Sprites/ColorTiming/Boss1/Attack5/Boss1Attack5_SkeletonData.asset",""
"Move","a30c0481a07fdde409a4f6f40bd7206b","Assets/Game/Sprites/ColorTiming/Boss/tip/BOSS拆分.atlas.txt","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/Boss1Telegraph.atlas.txt",""
"Move","61e36f6f4a5622e4d9b19667e9e9eed3","Assets/Game/Sprites/ColorTiming/Boss/tip/BOSS拆分.json","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/Boss1Telegraph.json",""
"Move","a4e67bc277ab3814fa0787a556a0829e","Assets/Game/Sprites/ColorTiming/Boss/tip/BOSS拆分.png","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/Boss1Telegraph.png",""
"Move","e94dad67ace93dd47b3335d4f19412e6","Assets/Game/Sprites/ColorTiming/Boss/tip/BOSS拆分_Atlas.asset","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/Boss1Telegraph_Atlas.asset",""
"Move","05055f6bd54561a4189ed7fccf84e011","Assets/Game/Sprites/ColorTiming/Boss/tip/BOSS拆分_Material.mat","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/Boss1Telegraph_Material.mat",""
"Move","1f710327cbfcf834abe159e4ccc7caba","Assets/Game/Sprites/ColorTiming/Boss/tip/BOSS拆分_SkeletonData.asset","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/Boss1Telegraph_SkeletonData.asset",""
"Move","73eec47925988be46a9d10289a3dac80","Assets/Game/Sprites/ColorTiming/Boss/tip/攻击1范围_0000.png","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/首领1_攻击1_范围_0000.png",""
"Move","9e72e0f3a5cf5fb4f889c0d5907e370f","Assets/Game/Sprites/ColorTiming/Boss/tip/攻击3范围_0000.png","Assets/Game/Sprites/ColorTiming/Boss1/Telegraph/首领1_攻击3_范围_0000.png",""
"Delete","917b68b841252f546a3befe360845209","Assets/Game/Sprites/ColorTiming/Boss/第二关BOSS拆分3.png","","用户确认的未使用制作参考资源"
"Move","8eb9022914ed9d446b9af2f3c04370d1","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss.atlas.txt","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core.atlas.txt",""
"Move","3a391c6f2a00bb44599a1995bb2c877d","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss.json","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core.json",""
"Move","f44a00597ce7d0242a6dea94ad8aad3f","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss.png","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core.png",""
"Move","d7a232f281fe777468ef24a67f2492fa","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss_Atlas.asset","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core_Atlas.asset",""
"Move","b9a4db145f9414b439871779f8fc8b03","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss_Material.mat","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core_Material.mat",""
"Move","5eefe88f54e7f4f4f9b5fbb23110bfe5","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss_Material_InsideMask.mat","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core_Material_InsideMask.mat",""
"Move","36860eee3e36bca4292322a762392d81","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss_Material_OutsideMask.mat","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core_Material_OutsideMask.mat",""
"Move","fc3e21c495d17814a90c36cb8637ae62","Assets/Game/Sprites/ColorTiming/Boss2/Shenti/第二章boss_SkeletonData.asset","Assets/Game/Sprites/ColorTiming/Boss2/Core/Boss2Core_SkeletonData.asset",""
"Move","08068c1bc7b706f4a80f6b176575fda1","Assets/Game/Sprites/ColorTiming/Boss2/Skill/boss2_atk2.anim","Assets/Game/Sprites/ColorTiming/Boss2/Effects/Boss2_Attack2_Effect.anim",""
"Move","2e885c0a36626b844a10020b52224609","Assets/Game/Sprites/ColorTiming/Boss2/Skill/boss2_atk2.controller","Assets/Game/Sprites/ColorTiming/Boss2/Effects/Boss2_Attack2_Effect.controller",""
"Move","75e51931d2365ef4d99900e17287b60e","Assets/Game/Sprites/ColorTiming/Boss2/Skill/地面警示圈.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_地面警示圈.png",""
"Move","cbf052cf43fb18c4e887e930b848266a","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0001.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0001.png",""
"Move","ad01cc737f1a6b0428504c80f8912529","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0002.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0002.png",""
"Move","9df552d20df8c2745a780fcc610a138d","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0003.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0003.png",""
"Move","db419677d215c5d43a22f2144f4f756c","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0004.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0004.png",""
"Move","24f3eaab54fdd90409fd3fdfdb36d0ab","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0005.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0005.png",""
"Move","76315a56c697cca4a99bcb489ec8ab92","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0006.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0006.png",""
"Move","75ae3b9e74fb63048b7ac9fee8c29f46","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0007.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0007.png",""
"Move","53138c23630b2074c953a7bd48197c8f","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0008.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0008.png",""
"Move","c868cb127d511b748af0c8e24c925287","Assets/Game/Sprites/ColorTiming/Boss2/Skill/拖尾_0009.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_拖尾_0009.png",""
"Move","790b8dee5fd31504fbe99e53b59b37bf","Assets/Game/Sprites/ColorTiming/Boss2/Skill/纸团.png","Assets/Game/Sprites/ColorTiming/Boss2/Effects/首领2_纸团.png",""
"Move","31cc415ac7dd2704fa3564ee610f30ca","Assets/Game/Sprites/ColorTiming/Boss2/Weiba/尾巴出土前地面范围.png","Assets/Game/Sprites/ColorTiming/Boss2/Tail/首领2_尾巴出土前地面范围.png",""
"Move","f169a7c0e01dddd419868384213b8807","Assets/Game/Sprites/ColorTiming/Boss2/Weiba/第二章boss.atlas.txt","Assets/Game/Sprites/ColorTiming/Boss2/Tail/Boss2Tail.atlas.txt",""
"Move","8f6ccb737cf962a4486dee3cddde182c","Assets/Game/Sprites/ColorTiming/Boss2/Weiba/第二章boss.json","Assets/Game/Sprites/ColorTiming/Boss2/Tail/Boss2Tail.json",""
"Move","b52cbbfa83ae5ad4187727450f2f3e42","Assets/Game/Sprites/ColorTiming/Boss2/Weiba/第二章boss.png","Assets/Game/Sprites/ColorTiming/Boss2/Tail/Boss2Tail.png",""
"Move","d221a2dad5db9964394441804659f89c","Assets/Game/Sprites/ColorTiming/Boss2/Weiba/第二章boss_Atlas.asset","Assets/Game/Sprites/ColorTiming/Boss2/Tail/Boss2Tail_Atlas.asset",""
"Move","f73935a112196c542906dc141b11ea71","Assets/Game/Sprites/ColorTiming/Boss2/Weiba/第二章boss_Material.mat","Assets/Game/Sprites/ColorTiming/Boss2/Tail/Boss2Tail_Material.mat",""
